,B_mag,Proton_Temp,Proton_dens,Plasma_speed,AP_ratio,Flow_pres,E,Alfven_MN,Kp,R,DST,AE_index,Proton_flux1,Proton_flux2,Proton_flux4,Proton_flux10,Proton_flux30,Proton_flux60,Ap,PC_index,AL_index,AU_index,Mag_MN
2006.777,3.15,90726.8,6.61,430.39,0.03,2.02,-0.01,11.16,16.63,30.45,-10.81,163.73,225.63,117.22,45.05,3.31,0.71,0.35,8.94,0.96,-101.77,61.98,6.0
2006.779,3.15,90464.41,6.63,429.91,0.03,2.02,-0.01,11.16,16.61,30.3,-10.77,163.34,225.63,117.22,45.05,3.29,0.71,0.35,8.92,0.96,-101.54,61.83,6.0
2006.7820000000002,3.17,90847.72,6.63,429.99,0.03,2.02,-0.01,11.14,16.73,30.15,-10.86,164.33,225.63,117.22,45.05,3.28,0.7,0.35,9.02,0.97,-102.28,62.08,5.99
2006.785,3.18,91511.52,6.61,430.53,0.03,2.02,-0.0,11.13,16.83,30.0,-10.98,165.4,225.63,117.22,45.05,3.26,0.7,0.35,9.09,0.97,-103.19,62.23,5.99
2006.7879999999998,3.18,91892.68,6.59,431.17,0.03,2.02,-0.0,11.13,16.86,29.85,-11.06,165.59,225.63,117.22,45.05,3.25,0.7,0.35,9.09,0.97,-103.43,62.19,5.99
2006.79,3.17,91746.99,6.58,431.38,0.03,2.02,-0.0,11.14,16.86,29.7,-11.11,165.65,225.63,117.22,45.05,3.23,0.7,0.35,9.07,0.98,-103.55,62.12,6.0
2006.793,3.16,91479.61,6.56,431.19,0.03,2.01,-0.0,11.15,16.81,29.56,-11.12,165.17,225.63,117.22,45.05,3.22,0.69,0.35,9.04,0.97,-103.27,61.93,6.01
2006.796,3.16,91105.62,6.58,430.71,0.03,2.01,0.0,11.2,16.77,29.41,-11.12,164.69,225.63,117.22,45.05,3.2,0.69,0.35,9.01,0.97,-102.95,61.76,6.01
2006.799,3.15,90729.41,6.61,430.11,0.03,2.01,-0.0,11.25,16.71,29.33,-11.07,164.05,225.63,117.22,45.05,3.19,0.69,0.34,8.98,0.97,-102.52,61.56,6.01
2006.8010000000002,3.17,90903.88,6.67,429.95,0.03,2.03,-0.01,11.24,16.74,29.26,-11.01,164.02,225.63,117.22,45.05,3.17,0.68,0.34,8.99,0.97,-102.41,61.63,6.0
2006.8039999999999,3.18,91428.09,6.65,430.82,0.03,2.03,-0.01,11.24,16.82,29.19,-11.05,164.67,225.63,117.22,45.05,3.16,0.68,0.34,9.04,0.97,-102.94,61.75,6.01
2006.807,3.17,91609.48,6.63,431.55,0.03,2.03,-0.01,11.23,16.87,29.16,-11.1,164.8,225.63,117.22,45.05,3.14,0.68,0.34,9.07,0.97,-103.09,61.73,6.01
2006.81,3.17,91624.14,6.61,432.03,0.03,2.03,-0.01,11.23,16.82,29.2,-11.1,164.21,225.63,117.22,45.05,3.13,0.68,0.34,9.04,0.97,-102.7,61.53,6.02
2006.8120000000001,3.17,91525.04,6.6,432.22,0.03,2.02,-0.01,11.23,16.79,29.21,-11.1,163.76,225.63,117.22,45.05,3.11,0.67,0.34,9.01,0.97,-102.4,61.39,6.02
2006.815,3.16,91518.92,6.58,432.32,0.03,2.02,-0.01,11.24,16.75,29.13,-11.1,163.28,225.63,117.22,45.05,3.1,0.67,0.34,8.99,0.96,-102.08,61.23,6.03
2006.818,3.15,91275.99,6.57,432.1,0.03,2.02,-0.01,11.25,16.7,28.99,-11.09,162.75,225.63,117.22,45.05,3.08,0.67,0.33,8.95,0.96,-101.75,61.03,6.03
2006.8210000000001,3.15,90929.75,6.63,431.56,0.03,2.02,-0.01,11.29,16.67,28.91,-11.02,162.3,225.63,117.22,45.05,3.07,0.66,0.33,8.93,0.96,-101.45,60.87,6.03
2006.8229999999999,3.16,90960.29,6.65,431.37,0.03,2.03,-0.01,11.28,16.72,28.83,-11.03,162.99,225.63,117.22,45.05,3.05,0.66,0.33,8.95,0.96,-101.93,61.09,6.03
2006.826,3.16,91501.0,6.64,431.93,0.03,2.03,-0.0,11.27,16.8,28.69,-11.14,164.4,225.63,117.22,45.05,3.04,0.66,0.33,9.01,0.97,-103.0,61.42,6.03
2006.829,3.16,91753.81,6.62,432.5,0.03,2.03,-0.0,11.28,16.83,28.61,-11.21,164.41,225.63,117.22,45.05,3.03,0.66,0.33,9.02,0.97,-103.08,61.36,6.03
2006.832,3.15,91595.57,6.61,432.48,0.03,2.02,-0.0,11.28,16.81,28.63,-11.26,164.31,225.63,117.22,45.05,3.01,0.65,0.33,8.99,0.97,-103.15,61.18,6.04
2006.8339999999998,3.14,91404.95,6.6,432.38,0.03,2.02,-0.0,11.29,16.82,28.75,-11.29,164.13,225.63,117.22,45.05,3.0,0.65,0.33,8.98,0.97,-103.12,61.03,6.04
2006.8370000000002,3.15,91058.27,6.59,432.04,0.03,2.02,0.0,11.27,16.83,28.96,-11.35,164.46,225.63,117.22,45.05,2.98,0.65,0.33,8.97,0.98,-103.43,61.06,6.04
2006.84,3.14,90788.94,6.63,431.6,0.03,2.02,0.0,11.28,16.83,29.17,-11.36,164.49,225.63,117.22,45.05,2.97,0.65,0.32,8.97,0.98,-103.49,61.03,6.04
2006.842,3.14,90896.13,6.64,431.5,0.03,2.02,0.0,11.28,16.85,29.35,-11.37,164.19,225.63,117.22,45.05,2.96,0.64,0.32,8.96,0.98,-103.25,60.97,6.03
2006.845,3.13,90738.78,6.63,431.32,0.03,2.02,0.0,11.28,16.83,29.47,-11.38,164.04,225.63,117.22,45.05,2.94,0.64,0.32,8.93,0.98,-103.22,60.85,6.04
2006.848,3.12,90501.52,6.63,430.97,0.03,2.02,0.0,11.29,16.76,29.52,-11.36,163.43,225.63,117.22,45.05,2.93,0.64,0.32,8.9,0.97,-102.82,60.64,6.04
2006.851,3.12,90151.49,6.62,430.42,0.03,2.01,0.0,11.29,16.68,29.54,-11.33,162.7,225.63,117.22,45.05,2.92,0.63,0.32,8.86,0.97,-102.36,60.38,6.04
2006.8529999999998,3.11,89759.05,6.63,429.76,0.03,2.01,-0.0,11.34,16.59,29.6,-11.26,161.99,225.63,117.22,45.05,2.9,0.63,0.32,8.81,0.96,-101.91,60.12,6.04
2006.856,3.11,89567.81,6.67,429.23,0.03,2.02,0.0,11.36,16.6,29.6,-11.18,161.81,225.63,117.22,45.05,2.89,0.63,0.32,8.82,0.96,-101.84,60.01,6.03
2006.859,3.13,90498.13,6.68,429.87,0.03,2.03,0.0,11.34,16.73,29.53,-11.35,163.11,225.63,117.22,45.05,2.88,0.63,0.32,8.95,0.97,-102.97,60.18,6.03
2006.862,3.13,90908.74,6.66,430.76,0.03,2.03,0.0,11.35,16.83,29.47,-11.44,164.25,225.63,117.22,45.05,2.86,0.62,0.31,9.01,0.98,-104.0,60.29,6.04
2006.864,3.12,90925.71,6.64,431.32,0.03,2.03,0.0,11.35,16.83,29.44,-11.5,164.09,225.63,117.22,45.05,2.85,0.62,0.31,9.0,0.98,-103.98,60.15,6.05
2006.8670000000002,3.12,90761.22,6.61,431.33,0.03,2.02,0.0,11.35,16.76,29.46,-11.53,163.4,225.63,117.22,45.05,2.84,0.62,0.31,8.96,0.98,-103.56,59.87,6.05
2006.87,3.11,90497.42,6.6,431.07,0.03,2.01,0.01,11.35,16.74,29.55,-11.54,163.15,225.63,117.22,45.05,2.82,0.62,0.31,8.94,0.98,-103.48,59.71,6.05
2006.8729999999998,3.11,90253.71,6.62,430.69,0.03,2.02,0.01,11.34,16.74,29.63,-11.55,162.91,225.63,117.22,45.05,2.81,0.61,0.31,8.93,0.97,-103.35,59.59,6.05
2006.875,3.11,90406.15,6.6,430.55,0.03,2.01,0.0,11.33,16.72,29.74,-11.58,162.58,225.63,117.22,45.05,2.8,0.61,0.31,8.93,0.97,-103.15,59.47,6.04
2006.878,3.11,90138.11,6.59,430.23,0.03,2.0,0.01,11.3,16.71,29.83,-11.64,162.41,225.63,117.22,45.05,2.78,0.61,0.31,8.91,0.98,-103.03,59.4,6.04
2006.881,3.13,89947.79,6.56,429.93,0.03,2.0,0.0,11.26,16.64,29.91,-11.67,161.78,225.63,117.22,45.05,2.77,0.61,0.31,8.87,0.97,-102.63,59.18,6.02
2006.884,3.15,89670.33,6.54,429.81,0.03,1.99,0.0,11.22,16.6,29.99,-11.67,161.25,225.63,117.22,45.05,2.76,0.6,0.31,8.85,0.97,-102.2,59.07,6.0
2006.886,3.17,89602.24,6.51,429.58,0.03,1.98,-0.01,11.18,16.54,29.99,-11.66,160.52,225.63,117.22,45.05,2.74,0.6,0.3,8.81,0.96,-101.74,58.8,5.99
2006.889,3.18,89338.4,6.49,429.19,0.03,1.97,-0.01,11.15,16.47,29.84,-11.62,159.79,225.63,117.22,45.05,2.73,0.6,0.3,8.77,0.96,-101.26,58.55,5.98
2006.892,3.18,89035.36,6.5,428.8,0.03,1.97,-0.02,11.13,16.45,29.69,-11.54,159.29,225.63,117.22,45.05,2.72,0.6,0.3,8.76,0.96,-100.93,58.37,5.97
2006.895,3.19,89348.19,6.51,428.84,0.03,1.98,-0.02,11.11,16.52,29.6,-11.57,160.0,225.63,117.22,45.05,2.71,0.59,0.3,8.79,0.96,-101.54,58.48,5.97
2006.8970000000002,3.19,89934.59,6.5,429.57,0.03,1.98,-0.01,11.11,16.59,29.45,-11.65,160.73,225.63,117.22,45.05,2.69,0.59,0.3,8.83,0.97,-102.19,58.56,5.97
2006.9,3.2,90333.47,6.48,430.39,0.03,1.98,-0.01,11.1,16.65,29.37,-11.69,161.02,225.63,117.22,45.05,2.68,0.59,0.3,8.86,0.97,-102.53,58.51,5.97
2006.9029999999998,3.19,90732.39,6.46,431.33,0.03,1.98,-0.01,11.11,16.7,29.3,-11.74,161.21,225.63,117.22,45.05,2.67,0.59,0.3,8.88,0.97,-102.72,58.51,5.98
2006.905,3.19,90992.97,6.44,431.94,0.03,1.98,-0.01,11.11,16.72,29.32,-11.78,161.12,225.63,117.22,45.05,2.66,0.58,0.3,8.88,0.97,-102.75,58.4,5.98
2006.908,3.18,90985.58,6.42,432.24,0.03,1.98,-0.01,11.12,16.72,29.36,-11.81,160.92,225.63,117.22,45.05,2.64,0.58,0.3,8.86,0.97,-102.73,58.21,5.99
2006.911,3.2,90722.15,6.42,432.27,0.03,1.98,-0.02,11.09,16.72,29.41,-11.79,160.57,225.63,117.22,45.05,2.63,0.58,0.29,8.85,0.98,-102.52,58.07,5.98
2006.914,3.21,90559.27,6.42,432.16,0.03,1.98,-0.01,11.07,16.82,29.56,-11.96,162.43,225.63,117.22,45.05,2.62,0.58,0.29,8.95,0.99,-104.02,58.44,5.98
2006.9160000000002,3.21,90399.31,6.42,431.98,0.03,1.98,-0.01,11.07,16.81,29.69,-12.03,162.02,225.63,117.22,45.05,2.61,0.58,0.29,8.93,0.98,-103.74,58.3,5.98
2006.9189999999999,3.21,90159.47,6.42,431.71,0.03,1.98,-0.01,11.06,16.76,29.8,-12.05,161.46,225.63,117.22,45.05,2.6,0.57,0.29,8.9,0.98,-103.33,58.15,5.98
2006.922,3.21,89978.17,6.42,431.38,0.03,1.98,-0.01,11.07,16.71,29.89,-12.06,160.9,225.63,117.22,45.05,2.58,0.57,0.29,8.87,0.98,-102.96,57.96,5.98
2006.925,3.2,89653.55,6.41,430.87,0.03,1.97,-0.01,11.06,16.63,29.93,-12.07,160.18,225.63,117.22,45.05,2.57,0.57,0.29,8.82,0.97,-102.48,57.72,5.98
2006.9270000000001,3.2,89406.17,6.43,430.32,0.03,1.97,-0.01,11.05,16.58,30.01,-12.03,159.55,225.63,117.22,45.05,2.56,0.57,0.29,8.79,0.97,-102.06,57.51,5.97
2006.93,3.21,90165.23,6.45,430.53,0.03,1.99,-0.01,11.03,16.69,30.13,-12.13,160.69,225.63,117.22,45.05,2.6,0.58,0.29,8.88,0.98,-102.89,57.83,5.97
2006.933,3.22,90755.87,6.44,431.57,0.03,1.99,-0.01,11.03,16.79,30.23,-12.24,162.19,225.63,117.22,45.05,6.46,1.43,0.47,8.96,0.99,-104.09,58.12,5.97
2006.9360000000001,3.21,91344.91,6.44,432.52,0.03,2.01,-0.0,11.05,16.9,30.22,-12.31,163.59,225.63,117.22,45.05,10.15,1.97,0.55,9.03,1.0,-104.92,58.7,5.98
2006.9379999999999,3.21,91270.46,6.43,432.89,0.03,2.01,-0.0,11.06,16.9,30.18,-12.37,163.54,225.63,117.22,45.05,11.15,2.14,0.57,9.03,1.0,-104.88,58.69,5.98
2006.941,3.21,91716.13,6.41,433.72,0.03,2.01,-0.01,11.05,16.96,30.14,-12.44,163.94,225.63,117.22,45.05,11.59,2.2,0.57,9.06,1.01,-105.13,58.83,5.99
2006.944,3.22,92593.15,6.39,434.77,0.03,2.01,-0.01,11.04,17.01,30.13,-12.52,164.01,225.63,117.22,45.05,11.73,2.21,0.57,9.09,1.01,-105.14,58.89,5.98
2006.9470000000001,3.21,93520.66,6.37,436.0,0.03,2.01,-0.01,11.02,17.11,30.12,-12.65,165.04,225.63,117.22,45.05,11.72,2.2,0.56,9.18,1.02,-105.94,59.12,5.98
2006.9489999999998,3.22,93937.88,6.34,436.98,0.03,2.0,-0.01,11.0,17.11,30.1,-12.75,164.6,225.63,117.22,45.05,13.22,2.89,0.82,9.17,1.02,-105.62,59.01,5.98
2006.9520000000002,3.22,95407.88,6.34,438.4,0.03,2.03,-0.01,10.99,17.22,30.06,-12.82,166.09,225.63,117.22,45.05,13.73,2.95,0.83,9.36,1.03,-106.56,59.56,5.98
2006.955,3.24,95421.49,6.32,439.7,0.03,2.03,0.02,10.97,17.42,30.02,-13.33,169.38,225.63,117.22,45.05,13.79,2.96,0.83,9.78,1.05,-109.76,59.64,5.98
2006.9579999999999,3.24,95389.39,6.3,440.64,0.03,2.03,0.01,10.98,17.45,29.97,-13.55,168.99,225.63,117.22,45.05,13.73,2.95,0.83,9.79,1.05,-109.5,59.51,5.99
2006.96,3.25,95151.78,6.28,441.3,0.03,2.03,0.01,10.99,17.43,29.89,-13.68,168.38,225.63,117.22,45.05,13.66,2.93,0.83,9.77,1.05,-109.13,59.28,6.0
2006.963,3.24,95035.39,6.28,441.34,0.03,2.03,0.01,10.98,17.45,29.75,-13.77,168.07,225.63,117.22,45.05,13.6,2.92,0.82,9.78,1.05,-108.94,59.17,6.01
2006.9660000000001,3.25,95341.92,6.27,441.99,0.03,2.04,0.01,10.98,17.5,29.6,-13.88,168.57,225.63,117.22,45.05,13.53,2.91,0.82,9.79,1.05,-109.4,59.2,6.01
2006.9679999999998,3.25,96021.93,6.26,443.03,0.03,2.04,0.01,10.98,17.6,29.45,-14.01,169.62,225.63,117.22,45.05,13.46,2.89,0.82,9.87,1.06,-110.28,59.37,6.01
2006.971,3.25,96324.74,6.24,444.2,0.03,2.04,0.01,10.97,17.68,29.3,-14.15,170.07,225.63,117.22,45.05,13.4,2.88,0.81,9.91,1.06,-110.76,59.34,6.02
2006.974,3.25,96710.47,6.22,445.28,0.03,2.04,0.01,10.97,17.75,29.16,-14.28,170.6,225.63,117.22,45.05,13.33,2.86,0.81,9.95,1.07,-111.3,59.34,6.03
2006.977,3.25,96836.83,6.2,446.1,0.03,2.04,0.02,10.97,17.81,29.01,-14.41,170.78,225.63,117.22,45.05,13.27,2.85,0.8,9.98,1.07,-111.55,59.26,6.03
2006.979,3.25,97078.01,6.18,446.93,0.03,2.04,0.01,10.97,17.86,28.93,-14.52,170.71,225.63,117.22,45.05,13.2,2.84,0.8,9.99,1.07,-111.57,59.17,6.04
2006.9820000000002,3.25,97067.61,6.16,447.51,0.03,2.04,0.01,10.98,17.87,28.87,-14.6,170.35,225.63,117.22,45.05,13.14,2.82,0.8,9.98,1.07,-111.37,59.02,6.05
2006.985,3.24,96975.18,6.15,447.67,0.03,2.04,0.01,10.98,17.85,28.83,-14.67,169.79,225.63,117.22,45.05,13.07,2.81,0.79,9.95,1.07,-111.04,58.78,6.05
2006.9879999999998,3.23,96733.86,6.13,447.38,0.03,2.03,0.01,11.01,17.79,28.79,-14.71,169.08,225.63,117.22,45.05,13.01,2.8,0.79,9.91,1.06,-110.59,58.52,6.06
2006.99,3.23,96357.35,6.14,446.85,0.03,2.03,0.01,11.05,17.74,28.64,-14.73,168.32,225.63,117.22,45.05,12.94,2.78,0.79,9.87,1.06,-110.09,58.26,6.06
2006.993,3.22,96063.37,6.16,446.33,0.03,2.03,0.01,11.07,17.68,28.5,-14.71,167.63,225.63,117.22,45.05,12.88,2.77,0.78,9.83,1.05,-109.63,58.02,6.06
2006.996,3.21,95771.57,6.18,445.77,0.03,2.03,0.01,11.1,17.63,28.44,-14.71,166.94,225.63,117.22,45.05,12.82,2.76,0.78,9.79,1.05,-109.16,57.8,6.06
2006.999,3.21,95384.43,6.2,445.13,0.03,2.03,0.01,11.13,17.56,28.44,-14.71,166.19,225.63,117.22,45.05,12.75,2.74,0.78,9.76,1.04,-108.66,57.56,6.06
2007.001,3.19,95425.91,6.25,444.77,0.03,2.04,0.01,11.13,17.57,28.48,-14.65,166.01,225.63,117.22,45.05,12.69,2.73,0.77,9.75,1.04,-108.47,57.57,6.06
2007.004,3.2,96004.33,6.25,445.37,0.03,2.05,0.01,11.12,17.67,28.55,-14.69,166.83,225.63,117.22,45.05,12.63,2.72,0.77,9.82,1.05,-109.11,57.74,6.06
2007.007,3.21,96590.28,6.24,446.43,0.03,2.06,0.01,11.12,17.74,28.63,-14.74,167.51,225.63,117.22,45.05,12.57,2.7,0.77,9.87,1.05,-109.7,57.84,6.07
2007.01,3.21,96901.3,6.22,447.44,0.03,2.06,0.01,11.12,17.82,28.7,-14.78,167.72,225.63,117.22,45.05,12.51,2.69,0.76,9.91,1.06,-109.9,57.85,6.07
2007.0120000000002,3.2,97012.19,6.2,448.28,0.03,2.06,0.01,11.13,17.85,28.8,-14.81,167.67,225.63,117.22,45.05,12.44,2.68,0.76,9.9,1.06,-109.88,57.82,6.08
2007.015,3.19,96866.06,6.18,448.5,0.03,2.06,0.01,11.14,17.82,28.9,-14.82,167.11,225.63,117.22,45.05,12.38,2.67,0.76,9.88,1.05,-109.52,57.62,6.09
2007.0179999999998,3.18,96547.49,6.16,448.26,0.03,2.05,0.01,11.14,17.75,28.96,-14.83,166.49,225.63,117.22,45.05,12.32,2.65,0.75,9.84,1.05,-109.1,57.42,6.09
2007.021,3.18,96156.26,6.16,447.75,0.03,2.05,0.01,11.18,17.69,29.08,-14.8,165.86,225.63,117.22,45.05,12.26,2.64,0.75,9.8,1.05,-108.67,57.22,6.1
2007.023,3.18,95965.25,6.18,447.22,0.03,2.05,0.01,11.18,17.66,29.16,-14.75,165.34,225.63,117.22,45.05,12.2,2.63,0.75,9.77,1.04,-108.27,57.1,6.09
2007.026,3.18,96110.25,6.18,446.97,0.03,2.05,0.01,11.16,17.65,29.23,-14.75,165.09,225.63,117.22,45.05,12.14,2.61,0.74,9.75,1.04,-108.01,57.11,6.09
2007.029,3.19,96624.55,6.17,447.09,0.03,2.05,0.01,11.14,17.65,29.28,-14.75,164.7,225.63,117.22,45.05,12.08,2.6,0.74,9.74,1.04,-107.68,57.05,6.08
2007.0320000000002,3.2,96915.62,6.15,447.01,0.03,2.04,0.01,11.1,17.6,29.28,-14.77,164.09,225.63,117.22,45.05,12.02,2.59,0.74,9.7,1.04,-107.25,56.87,6.07
2007.0339999999999,3.21,97009.09,6.12,446.55,0.03,2.03,0.0,11.06,17.51,29.28,-14.76,163.35,225.63,117.22,45.05,11.97,2.58,0.73,9.65,1.03,-106.75,56.62,6.05
2007.037,3.23,96664.38,6.1,446.07,0.03,2.02,-0.0,11.02,17.46,29.23,-14.71,162.71,225.63,117.22,45.05,11.91,2.57,0.73,9.62,1.03,-106.29,56.45,6.03
2007.04,3.21,96988.78,6.1,446.14,0.03,2.02,-0.0,11.0,17.5,29.18,-14.73,163.28,225.63,117.22,45.05,11.85,2.55,0.73,9.65,1.03,-106.56,56.75,6.02
2007.0420000000001,3.21,97643.24,6.09,446.93,0.03,2.03,-0.01,10.99,17.53,29.13,-14.73,163.49,225.63,117.22,45.05,11.79,2.54,0.72,9.67,1.03,-106.76,56.76,6.03
2007.045,3.21,98310.44,6.08,448.03,0.03,2.03,-0.0,10.99,17.63,29.06,-14.79,164.68,225.63,117.22,45.05,11.73,2.53,0.72,9.75,1.04,-107.7,57.01,6.03
2007.0479999999998,3.21,98746.35,6.06,448.96,0.03,2.04,-0.0,10.99,17.7,29.0,-14.85,165.32,225.63,117.22,45.05,11.68,2.52,0.72,9.79,1.05,-108.26,57.08,6.04
2007.0510000000002,3.21,99089.45,6.04,449.91,0.03,2.04,-0.0,11.0,17.75,28.98,-14.89,165.58,225.63,117.22,45.05,11.62,2.5,0.71,9.81,1.05,-108.5,57.11,6.04
2007.0529999999999,3.2,99196.1,6.02,450.7,0.03,2.03,-0.01,11.0,17.76,28.93,-14.92,165.35,225.63,117.22,45.05,11.56,2.49,0.71,9.8,1.05,-108.38,57.0,6.05
2007.056,3.2,99107.17,6.01,451.04,0.03,2.03,-0.01,10.99,17.77,28.88,-14.93,165.21,225.63,117.22,45.05,11.51,2.48,0.71,9.79,1.05,-108.29,56.94,6.05
2007.059,3.2,98995.6,5.99,451.03,0.03,2.02,-0.01,10.99,17.72,28.84,-14.91,164.69,225.63,117.22,45.05,11.45,2.47,0.7,9.76,1.04,-107.96,56.76,6.06
2007.0620000000001,3.2,98764.95,5.97,450.8,0.03,2.02,-0.01,10.98,17.67,28.78,-14.89,164.09,225.63,117.22,45.05,11.39,2.46,0.7,9.72,1.04,-107.54,56.57,6.05
2007.0639999999999,3.19,98464.85,5.96,450.4,0.03,2.01,-0.01,10.99,17.61,28.73,-14.85,163.47,225.63,117.22,45.05,11.34,2.45,0.7,9.68,1.04,-107.13,56.36,6.06
2007.067,3.18,98093.92,5.97,449.83,0.03,2.01,-0.01,11.03,17.54,28.66,-14.8,162.91,225.63,117.22,45.05,11.28,2.43,0.7,9.65,1.03,-106.75,56.17,6.06
2007.07,3.17,97718.69,5.99,449.16,0.03,2.01,-0.01,11.04,17.49,28.57,-14.76,162.45,225.63,117.22,45.05,11.23,2.42,0.69,9.61,1.03,-106.4,56.06,6.06
2007.0729999999999,3.17,97333.03,6.01,448.42,0.03,2.01,-0.0,11.05,17.45,28.49,-14.72,161.94,225.63,117.22,45.05,11.17,2.41,0.69,9.58,1.03,-105.96,55.99,6.06
2007.075,3.17,97078.47,6.05,447.85,0.03,2.01,-0.0,11.06,17.43,28.42,-14.66,161.57,225.63,117.22,45.05,11.12,2.4,0.69,9.56,1.03,-105.59,55.99,6.06
2007.078,3.17,97691.16,6.13,448.06,0.03,2.04,-0.01,11.06,17.53,28.43,-14.65,162.58,225.63,117.22,45.05,11.06,2.39,0.68,9.65,1.03,-106.19,56.4,6.05
2007.0810000000001,3.17,98274.59,6.11,449.15,0.03,2.04,-0.01,11.06,17.62,28.47,-14.75,163.52,225.63,117.22,45.05,11.01,2.38,0.68,9.72,1.04,-106.96,56.57,6.06
2007.0839999999998,3.17,98749.15,6.09,450.3,0.03,2.04,-0.01,11.07,17.7,28.5,-14.8,164.22,225.63,117.22,45.05,10.96,2.37,0.68,9.78,1.04,-107.52,56.7,6.07
2007.086,3.17,98867.22,6.07,451.0,0.03,2.04,-0.01,11.07,17.71,28.55,-14.84,164.07,225.63,117.22,45.05,10.9,2.35,0.67,9.77,1.04,-107.49,56.58,6.08
2007.089,3.16,98740.8,6.06,451.24,0.03,2.04,-0.01,11.08,17.67,28.61,-14.86,163.55,225.63,117.22,45.05,10.85,2.34,0.67,9.74,1.04,-107.15,56.41,6.08
2007.092,3.15,98439.37,6.04,451.05,0.03,2.03,-0.01,11.09,17.62,28.64,-14.85,162.98,225.63,117.22,45.05,10.8,2.33,0.67,9.7,1.03,-106.76,56.22,6.09
2007.095,3.14,98085.54,6.03,450.56,0.03,2.03,-0.01,11.1,17.55,28.65,-14.83,162.41,225.63,117.22,45.05,10.74,2.32,0.67,9.67,1.03,-106.38,56.03,6.09
2007.0970000000002,3.14,97780.65,6.06,450.01,0.03,2.03,-0.01,11.13,17.54,28.64,-14.82,162.43,225.63,117.22,45.05,10.69,2.31,0.66,9.65,1.03,-106.41,56.03,6.09
2007.1,3.14,97750.62,6.06,449.62,0.03,2.03,-0.01,11.11,17.54,28.62,-14.84,162.15,225.63,117.22,45.05,10.64,2.3,0.66,9.63,1.03,-106.18,55.98,6.08
2007.1029999999998,3.15,97846.14,6.06,449.46,0.03,2.03,-0.01,11.09,17.59,28.61,-14.86,162.38,225.63,117.22,45.05,10.59,2.29,0.66,9.65,1.03,-106.29,56.11,6.08
2007.105,3.14,97908.96,6.05,449.45,0.03,2.02,-0.0,11.09,17.6,28.54,-14.88,162.36,225.63,117.22,45.05,10.53,2.28,0.65,9.64,1.03,-106.25,56.12,6.08
2007.108,3.14,97883.76,6.03,449.37,0.03,2.02,-0.0,11.07,17.58,28.46,-14.89,162.01,225.63,117.22,45.05,10.48,2.27,0.65,9.62,1.03,-105.98,56.04,6.08
2007.111,3.15,97676.46,6.01,448.91,0.03,2.01,-0.0,11.04,17.54,28.37,-14.91,161.53,225.63,117.22,45.05,10.43,2.26,0.65,9.59,1.03,-105.65,55.89,6.06
2007.114,3.16,97399.64,5.99,448.13,0.03,2.0,0.0,11.0,17.49,28.23,-14.93,160.93,225.63,117.22,45.05,10.38,2.24,0.65,9.55,1.03,-105.21,55.73,6.05
2007.116,3.15,97510.98,6.03,447.76,0.03,2.01,-0.0,11.01,17.48,28.09,-14.88,160.68,225.63,117.22,45.05,10.33,2.23,0.64,9.55,1.03,-104.97,55.72,6.04
2007.119,3.16,98302.4,6.03,448.14,0.03,2.02,-0.01,10.99,17.56,27.95,-14.86,161.11,225.63,117.22,45.05,10.28,2.22,0.64,9.6,1.03,-105.33,55.79,6.04
2007.122,3.17,99026.81,6.02,449.28,0.03,2.02,-0.01,10.99,17.64,27.81,-14.93,161.71,225.63,117.22,45.05,10.23,2.21,0.64,9.65,1.03,-105.81,55.9,6.04
2007.125,3.16,99449.35,6.0,450.39,0.03,2.02,-0.01,10.99,17.69,27.68,-14.96,161.8,225.63,117.22,45.05,10.18,2.2,0.63,9.66,1.03,-105.95,55.86,6.05
2007.1270000000002,3.16,99488.98,5.98,450.93,0.03,2.02,-0.01,10.99,17.7,27.54,-14.97,161.53,225.63,117.22,45.05,10.13,2.19,0.63,9.65,1.03,-105.82,55.72,6.06
2007.13,3.16,99379.66,5.96,451.11,0.03,2.01,-0.01,10.98,17.71,27.47,-15.01,161.51,225.63,117.22,45.05,10.08,2.18,0.63,9.65,1.03,-105.83,55.68,6.06
2007.1329999999998,3.16,99150.28,5.94,450.97,0.03,2.01,-0.01,10.97,17.68,27.4,-15.01,161.13,225.63,117.22,45.05,10.03,2.17,0.63,9.63,1.03,-105.65,55.5,6.06
2007.136,3.15,98882.25,5.94,450.69,0.03,2.0,-0.01,10.98,17.63,27.44,-14.98,160.6,225.63,117.22,45.05,9.98,2.16,0.62,9.59,1.03,-105.31,55.29,6.06
2007.138,3.15,98565.57,5.93,450.22,0.03,2.0,-0.01,10.98,17.56,27.44,-14.94,159.94,225.63,117.22,45.05,9.93,2.15,0.62,9.56,1.02,-104.87,55.08,6.06
2007.141,3.14,98211.72,5.93,449.59,0.03,1.99,-0.01,10.99,17.47,27.39,-14.89,159.26,225.63,117.22,45.05,9.89,2.14,0.62,9.51,1.02,-104.41,54.86,6.06
2007.144,3.13,97811.05,5.95,448.88,0.03,1.99,-0.01,11.03,17.42,27.39,-14.83,158.67,225.63,117.22,45.05,9.84,2.13,0.61,9.48,1.02,-104.02,54.67,6.06
